,BHK,Baths,Total_Area_SqFt,BuiltUp_Area_Sqm,Price_per_SqFt,Type_of_Land,Location,Price
1700,2,2,1200,111,5833,Apartment,5th Phase JP Nagar,7000000
1701,0,0,3512,326,1500,Residential land / Plot,Devaganahalli,5268000
1702,3,3,882,82,3061,Apartment,Ananth Nagar,3200000
1704,2,2,1235,115,4453,Apartment,Basavanapura,5500000
1705,3,3,1820,169,4835,Apartment,Jagadish Nagar,8800000
1706,6,6,1100,102,9259,Bedroom House,2nd Stage Nagarbhavi,25000000
1707,7,7,1200,111,5270,Bedroom House,Kaggadasapura,19500000
1708,0,0,2400,223,2200,Residential land / Plot,Addevishvanathapura,5280000
1709,4,4,3000,279,21,Bedroom House,House of Hiranandani,65000
1710,2,2,1200,111,7083,Bedroom House,Bidarahalli,8500000
1711,0,0,2195,204,5466,Residential land / Plot,Bagalakunte,12000000
1712,0,0,980,91,1632,Residential land / Plot,Dasanayakanahalli,1600000
1713,5,5,1181,110,18628,Bedroom House,Benson town post ITI layout,22000000
1714,3,3,2400,223,9166,Bedroom House,Kothnur Narayanapura,22000000
1715,0,0,800,74,8625,Residential land / Plot,Hulimavu,6900000
1716,0,0,4200,390,3000,Residential land / Plot,Tumkur Road,12600000
1717,2,2,905,84,5082,Apartment,Mallasandra,4600000
1718,0,0,1200,111,2900,Residential land / Plot,Huttanahalli,3500000
1719,6,6,1287,120,9401,Bedroom House,Kirloskar Layout,12100000
1720,2,2,1089,101,4407,Apartment,Electronic City,4800000
1721,0,0,1250,116,4800,Residential land / Plot,Kithaganur,6000000
1722,4,4,2700,251,8704,Bedroom House,Murugeshpalya,23500000
1723,2,2,1250,116,4960,Apartment,Hennur Gardens,6200000
1724,0,0,2000,186,2000,Residential land / Plot,Chandapura,4000000
1725,0,0,1444,134,2493,Residential land / Plot,Devanahalli,3600000
1726,2,2,1040,97,6730,Apartment,Chamundeshwari Layout,7000000
1727,2,2,1010,94,7227,Apartment,Jalahalli East,7300000
1728,0,0,1200,111,5750,Residential land / Plot,Ramagondanahalli,6900000
1729,4,4,600,56,19666,Bedroom House,Anjanapura,11800000
1730,6,6,1200,111,11250,Bedroom House,LBS Nagar,13500000
1731,4,4,600,56,11666,Bedroom House,Ramamurthy Nagar,7000000
1732,3,3,1567,146,5105,Apartment,Maithri Layout,8000000
1733,2,2,1368,127,6286,Apartment,Thanisandra,8600000
1734,3,3,2040,190,19607,Apartment,Sarjapur Road,40000000
1735,3,3,1200,111,16666,Bedroom House,Doddabidrakallu,20000000
1736,2,2,800,74,6625,Apartment,Doddabanahalli,5300000
1737,2,2,1800,167,5277,Apartment,Babusapalaya,9500000
1738,2,2,1200,111,5750,Bedroom House,Mylasandra,6900000
1739,1,1,1200,111,8300,Bedroom House,Ramamurthy Nagar,9960000
1740,2,2,1000,93,3500,Apartment,Kasturi Nagar,3500000
1741,6,6,600,56,26666,Apartment,Jpnagar 3rd Phase,16000000
1742,3,3,1008,94,11904,Apartment,Yelahanka,12000000
1743,2,2,1200,111,7500,Bedroom House,Jigani,9000000
1744,4,4,3700,344,5540,Bedroom House,Nagasandra,20500000
1745,2,2,950,88,4210,Apartment,Doddabanahalli,4000000
1746,1,0,1200,111,28000,Residential land / Plot,Sector 1 HSR Layout,33600000
1747,0,0,1200,111,2500,Residential land / Plot,Rajankunte,3000000
1748,2,2,1120,104,4286,Apartment,Kaggadasapura,4800000
1749,0,0,1200,111,2167,Residential land / Plot,Green Woods Layout,2600000
1750,3,3,1020,95,5392,Apartment,Channasandra Layout,5500000
1751,3,3,1527,142,7203,Apartment,Konadasapura,11000000
1752,0,0,1350,125,1600,Residential land / Plot,Singanayakanahalli,2160000
1753,0,0,2400,223,4583,Residential land / Plot,Hennur,11000000
1754,3,3,1400,130,5714,Bedroom House,Chokkasandra-Peenya,8000000
1755,3,3,1500,139,4000,Apartment,Kengeri,6000000
1756,0,0,1150,107,3913,Residential land / Plot,Magadi Main Road,4500000
1757,1,1,2800,260,3392,Bedroom House,Nagarathpet,9500000
1758,1,1,600,56,7250,Bedroom House,Bommasandra,4350000
1759,1,1,3000,279,5166,Bedroom House,Lakshmipura,15500000
1760,1,1,7000,650,6071,Bedroom House,Banashankari,42500000
1761,0,0,2340,217,7265,Residential land / Plot,Uttarahalli,17000000
1762,0,0,1500,139,2333,Residential land / Plot,Chikkajala,3500000
1763,2,2,1140,106,3947,Apartment,Hosa Road,4500000
1764,2,2,2400,223,22000,Bedroom House,Hanuman Nagar,52800000
1765,3,3,2378,221,10723,Apartment,Banashankari,25500000
1766,2,2,973,90,4111,Apartment,Sarjapur,4000000
1767,3,3,2200,204,5227,Apartment,Hennur Road,11500000
1768,9,9,1400,130,19000,Bedroom House,malleswaram,35000000
1769,0,0,3625,337,4413,Residential land / Plot,Hemmigepura,16000000
1770,6,6,2880,268,6888,Bedroom House,Halanayakanahalli,31000000
1771,3,3,1075,100,3905,Apartment,Marasandra,4200000
1772,3,3,1250,116,6560,Apartment,Vidyaranyapura,8200000
1773,3,3,1200,111,33333,Bedroom House,Kothanur,40000000
1774,2,2,1075,100,7069,Apartment,Sarjapur Road,7600000
1775,0,0,30,3,689655,Residential land / Plot,Srinagar,21000000
1776,0,0,600,56,4000,Residential land / Plot,Bilwerdhana Halli,2400000
1878,9,0,600,56,6000,Residential property,9th Phase JP Nagar,3600000
1879,2,2,1080,100,6018,Apartment,Raghuvanahalli,6500000
1880,6,6,1200,111,10000,Bedroom House,Medaralli,12000000
1881,0,0,2020,188,13861,Residential land / Plot,Vidyaranyapura,28000000
1882,3,3,1472,137,6793,Bedroom House,Bagalur Main Road,10000000
1883,9,9,5200,483,4711,Bedroom House,A Narayanapura,24500000
1884,0,0,1500,139,4066,Residential land / Plot,Jalahalli West,6100000
1885,5,5,2000,186,17500,Bedroom House,PrashanthNagar,35000000
1886,2,2,907,84,8158,Apartment,Kanakapura Road,7400000
1887,1,1,600,56,2666,Apartment,Alur,1600000
1888,2,2,1225,114,8653,Apartment,Old Madras Road,10600000
1889,3,3,1435,133,6750,Apartment,Thanisandra,9500000
1890,0,0,6400,595,4687,Residential land / Plot,darshanpura,30000000
1891,3,3,1150,107,13043,Apartment,Vyalikaval,15000000
1892,2,2,645,60,15193,Apartment,Cholanayakanahalli,9800000
1893,3,3,1376,128,7267,Apartment,Electronics City Phase 1,10000000
1894,6,6,2000,186,9250,Bedroom House,Nagashetty Halli,18500000
1895,8,8,3350,311,3395,Apartment,Jigani,10500000
1896,4,4,1800,167,3055,Apartment,Kachanayakanahalli,5500000
1897,2,2,9000,836,1666,Bedroom House,Hebbal,15000000
1898,2,2,1175,109,3575,Apartment,Kammasandra,4200000
1899,2,2,1246,116,8025,Apartment,Basavangudi,10000000
1900,0,0,105,10,6666,Residential land / Plot,Mandal,70000000
1901,0,0,1150,107,6521,Residential land / Plot,Kaval Byrasandra,7500000
1903,3,3,1400,130,5714,Apartment,RR NAGARA,8000000
1904,2,2,800,74,4750,Apartment,AGB Layout,3800000
1905,3,3,1282,119,4290,Apartment,Sunkadakatte,5500000
1906,0,0,1190,111,29411,Residential land / Plot,Md Block,35000000
1907,2,2,991,92,7568,Apartment,Electronics City Phase 1,7500000
1908,0,0,6486,603,763,Residential land / Plot,Farm Land in Bengalore outskirt,4950000
1909,2,2,1005,93,5473,Apartment,Yelachenahalli,5450000
1910,2,2,800,74,4750,Apartment,Soundarya Layout,3800000
1911,0,0,2400,223,5500,Residential land / Plot,Nettigere,13000000
1912,0,0,2400,223,8500,Residential land / Plot,Ullalu,20000000
1913,3,3,1400,130,5357,Apartment,Mathikere,7500000
1914,0,0,1200,111,3333,Residential land / Plot,Bannerghatta,4000000
1915,3,3,1700,158,10588,Apartment,Richmond Town,18000000
1916,2,2,1388,129,10806,Apartment,HRBR Layout,15000000
1917,5,5,3270,304,4281,Bedroom House,Singanayakanahalli,14000000
1918,2,2,1095,102,4931,Apartment,Kumbena Agrahara,5400000
1919,3,3,1890,176,4814,Apartment,9th Phase JP Nagar,9100000
1920,0,0,2500,232,26000,Residential land / Plot,Cleveland Town,65000000
1921,2,2,761,71,4467,Apartment,Sarjapur,3400000
1922,4,4,980,91,11734,Bedroom House,Chikkabettahalli,11500000
1923,3,3,3191,296,13523,Apartment,Malleshwaram,19000000
1924,2,2,1070,99,4485,Apartment,Hosabasavanapura,4500000
1925,0,0,1800,167,6111,Residential land / Plot,TR Nagar,11000000
1926,4,4,2207,205,12233,Apartment,Whitefield,27000000
1927,1,1,2728,253,43255,Bedroom House,Krishnarajapura,1180000
1928,2,2,845,79,5000,Apartment,Mico Layout,4000000
1929,2,2,1030,96,3543,Apartment,Sonnenahalli,3650000
1930,0,0,2625,244,8000,Residential land / Plot,"B Narayanpura, Mahadevapura",21000000
1931,2,2,1030,96,5533,Apartment,Kothannur,5700000
1932,4,4,5450,506,5504,Bedroom House,Huskur,30000000
1933,3,3,1000,93,18000,Bedroom House,Suddaguntepalya,18000000
1934,2,0,600,56,8666,Residential land / Plot,RMV 2nd Stage,5200000
